External_ID,contents
rec_05_audio_23,ডেকে এটা সম্পর্কে তেমন কোন ধারণা নেই চলতি কোন সুর দানের পেগাসাসের পানের ভক্তিতে বয়সের যে ক্লাস শুরু করা সকাশে না।
rec_05_audio_24,খাস বুসসা রাধাভাবে রাজা বাদানেবয়সেটি কাছে কিন্তু ক্লাস নেতার।
rec_05_audio_25,এ বার জানার পাশে না হাতিকে কি।
rec_05_audio_26,এরা রাবার কি বিষয়াদিকে চেতরা বিচ্ছেদ সম্পর্কে যে দেশ করলে কি কবি দিকেই লেখি কবি এ রকম বিচ্ছেদ বিচ্ছেদ মানুষের মাঝে বা কোন একটা সম্পর্কের মধ্যে যেন সম্পর্ক সেহানবিবিচ্ছেদ না।
rec_05_audio_27,ক্যামনে দেহের কাছে বিচ্ছেদ কিছুই না বিচ্ছেদে নামি ছানারা।
rec_05_audio_28,হাতে পরেছেন হাসাতে আমার বিচ্ছেদ ঘটে লাগা নতুন কেউ রাওয়ালের জাগরে সব বাবার কেউরে লাগতার কিতানরা।
rec_05_audio_29,কি জানি কি মনে এক কদম তোমার চেয়ে ভাল করে যায় না তোমার চামচ খারাপ কাউকে না তোমাকে ভাল কাউকে না তার কারখানা।
rec_05_audio_3,আমাদের মধ্যে ধূমপান অতিথিয়ে খুব সীনির্মাণুষ কিন্তু খুব বলা অতিথি অপ্যায়ন করে বিশেষ করে সারের মধ্যে যারা হারা খুব তীতীর বালা বালা খান মেমন দাড়ি।
rec_05_audio_30,ফটোকপি হলেও চলবে না মূল কবিরাজি কার উপর এমন গ্রাসকারিণী বলে আর আমার ক্রাশের লেবেলার বলেন আমি রাস্তা দোয়ানের শকের বালাগের শাহ পড়ে।
rec_05_audio_31,যেমন দরকার নামের ক্রাস্ক রাখতে এ কথা করার অনেক কিছু মনে করা দিতে না অনেক পুরানা স্মৃতি অনেক বালকটির অনেক বাস।
